latitude,longitude,number,time,step,isobaricInhPa,valid_time,t,u,v,vo,w_mps
58.0,-1.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,213.65974,27.752914,10.977051,-6.7097135e-06,0.020927544062750984
58.0,-1.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,213.3824,27.422836,11.11377,-1.9167084e-05,0.019985450560529253
58.0,-1.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,213.12703,27.000961,11.20752,-3.1073112e-05,0.01680119433073856
58.0,-1.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,212.89217,26.499008,11.23877,-4.0878076e-05,0.012865137004955864
58.0,-0.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,212.66756,25.940414,11.215332,-4.7643203e-05,0.00920411294729014
58.0,-0.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,212.43806,25.336899,11.152832,-5.120458e-05,0.0062338253620928
58.0,-0.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,212.19197,24.70604,11.055176,-5.2128453e-05,0.004179501313120664
58.0,0.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,211.92488,24.071274,10.941895,-5.1517505e-05,0.0031898391208929826
58.0,0.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,211.63924,23.469711,10.809082,-5.0385017e-05,0.0029964867824508485
58.0,0.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,211.34236,22.940414,10.648926,-4.914822e-05,0.0032943438203133276
58.0,0.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,211.04158,22.514633,10.45752,-4.7702808e-05,0.004081434795427893
58.0,1.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.74959,22.217758,10.230957,-4.6033878e-05,0.0055065493566831035
58.0,1.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.47859,22.063461,9.969238,-4.452886e-05,0.007266819319357658
58.0,1.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.23885,22.041977,9.67627,-4.3783803e-05,0.008573154909167432
58.0,1.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.03426,22.13182,9.348145,-4.437985e-05,0.008977574281095939
58.0,2.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.86336,22.309555,8.980957,-4.6749134e-05,0.008595336295751797
58.0,2.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.72615,22.551743,8.570801,-5.107047e-05,0.007578060109419142
58.0,2.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.62215,22.836899,8.098145,-5.723955e-05,0.00573924241449597
58.0,2.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.55037,23.129868,7.555176,-6.4854044e-05,0.003004348995308342
58.0,3.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.5035,23.399399,6.930176,-7.337751e-05,-6.550074585194022e-05
58.0,3.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.47224,23.618149,6.2231445,-8.2184095e-05,-0.002610283069275383
58.0,3.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.45076,23.778305,5.4262695,-9.0394635e-05,-0.004106798549099402
58.0,3.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.43562,23.870102,4.5512695,-9.717466e-05,-0.004667754637223351
58.0,4.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.42342,23.89354,3.6098633,-0.000102062244,-0.004330750374378928
58.0,4.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.40828,23.854477,2.6293945,-0.00010508718,-0.002759134009752694
58.0,4.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.38582,23.774399,1.6254883,-0.000106443185,0.00023379982920893955
58.0,4.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.35555,23.678696,0.6098633,-0.000106189866,0.004385450828372804
58.0,5.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.32283,23.588852,-0.39404297,-0.00010453584,0.008872372083979074
58.0,5.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.2906,23.522446,-1.3706055,-0.000102077145,0.012797056613304655
58.0,5.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.2613,23.500961,-2.3120117,-9.9648256e-05,0.01556180998326882
58.0,5.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.23738,23.530258,-3.2182617,-9.7711105e-05,0.016756236406408866
58.0,6.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.22176,23.60643,-4.1049805,-9.63998e-05,0.01634382005209092
58.0,6.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.21687,23.707993,-4.9838867,-9.583356e-05,0.014474548950379501
58.0,6.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.22273,23.82518,-5.866699,-9.620609e-05,0.011335132398381336
58.0,6.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.23933,23.952133,-6.7612305,-9.727897e-05,0.007149269883609673
58.0,7.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.26668,24.08104,-7.679199,-9.832205e-05,0.002476868052144499
58.0,7.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.30379,24.198227,-8.612793,-9.882869e-05,-0.0016733509555560756
58.0,7.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.34871,24.286118,-9.565918,-9.905221e-05,-0.00432920543030103
58.0,7.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.39998,24.338852,-10.534668,-9.952905e-05,-0.005302938877538524
58.0,8.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.45906,24.35057,-11.526855,-0.0001002294,-0.005304435224501428
58.0,8.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.53035,24.317368,-12.54248,-0.00010051252,-0.0054185417355327664
58.0,8.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.61873,24.229477,-13.565918,-9.9782366e-05,-0.006132369539035123
58.0,8.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.72713,24.079086,-14.585449,-9.775581e-05,-0.007372015798916611
58.0,9.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,209.85701,23.858383,-15.597168,-9.4119925e-05,-0.008726299113254527
58.0,9.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.00545,23.57518,-16.577637,-8.844258e-05,-0.00982051307948299
58.0,9.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.16414,23.241196,-17.507324,-8.066418e-05,-0.010203403976269157
58.0,9.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.3243,22.885727,-18.3667,-7.1410555e-05,-0.009760271830491992
58.0,10.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,210.4825,22.545883,-19.144043,-6.135227e-05,-0.008677100504116228
57.75,-80.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.98494,26.368149,3.746582,1.0620337e-05,-0.01595645594573645
57.75,-79.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,224.01033,26.00682,3.8168945,1.1723023e-05,-0.011435922758963615
57.75,-79.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.9991,25.651352,3.9067383,1.3004523e-05,-0.006232915468698244
57.75,-79.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.96004,25.327133,4.0004883,1.412211e-05,-0.0022306545817404014
57.75,-79.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.90633,25.032211,4.086426,1.45542435e-05,-3.0001609093582533e-05
57.75,-78.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.85066,24.754868,4.1567383,1.4390331e-05,0.0009698108366123562
57.75,-78.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.79744,24.469711,4.211426,1.4315825e-05,0.0020091302253869912
57.75,-78.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.7408,24.151352,4.262207,1.4956575e-05,0.0040871955307224365
57.75,-78.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.66463,23.78807,4.320801,1.6133767e-05,0.008281495504728441
57.75,-77.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.54842,23.415024,4.3950195,1.693843e-05,0.014986810545723353
57.75,-77.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.38289,23.102524,4.480957,1.6536098e-05,0.022438627005524174
57.75,-77.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.18025,22.922836,4.5668945,1.4703255e-05,0.026405514601562045
57.75,-77.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.97615,22.89354,4.637207,1.18720345e-05,0.02319448986329067
57.75,-76.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.816,22.95604,4.684082,8.876901e-06,0.012947340909144478
57.75,-76.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.73103,23.026352,4.7036133,6.462913e-06,-6.963630284030593e-05
57.75,-76.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.72664,23.026352,4.7075195,5.0175004e-06,-0.010693935464879227
57.75,-76.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.78133,22.905258,4.7036133,4.421454e-06,-0.01626872363521347
57.75,-75.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.85799,22.64354,4.699707,4.4810586e-06,-0.016911359087931822
57.75,-75.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.91756,22.245102,4.695801,5.092006e-06,-0.01357053741497031
57.75,-75.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.93025,21.758774,4.695801,6.2393956e-06,-0.007278523740251902
57.75,-75.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.8868,21.25682,4.695801,7.6103024e-06,0.00032851500400623093
57.75,-74.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.79207,20.805649,4.711426,8.7278895e-06,0.006776473851041589
57.75,-74.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.66023,20.434555,4.727051,9.24943e-06,0.010153723387391862
57.75,-74.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.50203,20.151352,4.742676,9.1004185e-06,0.0106235238357795
57.75,-74.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.33064,19.954086,4.742676,8.310657e-06,0.00966204569526018
57.75,-73.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.16414,19.846664,4.7192383,6.7758374e-06,0.00854346502337365
57.75,-73.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.02547,19.827133,4.680176,4.3767504e-06,0.0071894839111763175
57.75,-73.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.93318,19.870102,4.621582,1.3667159e-06,0.004728218641225357
57.75,-73.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.899,19.940414,4.539551,-1.673121e-06,0.001000999007637586
57.75,-72.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.92488,19.999008,4.445801,-4.161615e-06,-0.003280884344964483
57.75,-72.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.0074,20.00682,4.352051,-5.7709403e-06,-0.0070897419338534886
57.75,-72.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.13582,19.942368,4.2661133,-6.3520856e-06,-0.009594050048915687
57.75,-72.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.2906,19.790024,4.199707,-5.8901496e-06,-0.010434718838839757
57.75,-71.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.44685,19.553696,4.1606445,-4.534144e-06,-0.009488259834973437
57.75,-71.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.58357,19.254868,4.1567383,-2.6714988e-06,-0.007267205184924115
57.75,-71.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.6905,18.926743,4.195801,-8.0885366e-07,-0.00472446078889666
57.75,-71.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.76717,18.588852,4.2661133,8.153729e-07,-0.0029351488053216707
57.75,-70.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.81795,18.254868,4.3637695,2.2309832e-06,-0.0020202408298451726
57.75,-70.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.84822,17.934555,4.4887695,3.512483e-06,-0.0011446268565443254
57.75,-70.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.8619,17.63182,4.637207,4.6598725e-06,0.0003682938504739209
57.75,-70.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.85847,17.35643,4.805176,5.702954e-06,0.002199775499817459
57.75,-69.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.83504,17.108383,4.996582,6.850343e-06,0.0031550021140523492
57.75,-69.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.79109,16.89354,5.199707,8.191448e-06,0.002756350956983361
57.75,-69.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.73152,16.717758,5.4067383,9.443145e-06,0.001800599790998297
57.75,-69.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.67049,16.598618,5.5981445,1.0009389e-05,0.001243167320099136
57.75,-68.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.62556,16.551743,5.762207,9.487849e-06,0.0008849565674774306
57.75,-68.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.61629,16.571274,5.8950195,7.982831e-06,-0.0004673171604879998
57.75,-68.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.65828,16.616196,6.0004883,6.015878e-06,-0.0032121682571482164
57.75,-68.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.75496,16.63768,6.0981445,4.2873435e-06,-0.005879925057360134
57.75,-67.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.8946,16.594711,6.215332,3.4379773e-06,-0.006321646613465159
57.75,-67.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.05086,16.47557,6.383301,3.85521e-06,-0.003815571523201742
57.75,-67.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.19246,16.282211,6.6293945,5.539041e-06,0.00024921631212909353
57.75,-67.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.29451,16.032211,6.949707,7.997733e-06,0.004158828721814682
57.75,-66.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.34431,15.758774,7.324707,1.0590535e-05,0.007232190306540306
57.75,-66.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.34578,15.497055,7.7192383,1.284061e-05,0.00978596544112339
57.75,-66.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.31648,15.290024,8.102051,1.4494639e-05,0.011939107046430588
57.75,-66.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.27986,15.155258,8.453613,1.541851e-05,0.01309396571993617
57.75,-65.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.25935,15.081039,8.77002,1.5612226e-05,0.012773670601025355
57.75,-65.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.2696,15.034164,9.062988,1.5493017e-05,0.011178721962600011
57.75,-65.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.30916,14.979477,9.352051,1.567183e-05,0.009385406358013272
57.75,-65.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.36531,14.897446,9.660645,1.6506296e-05,0.008390128961698393
57.75,-64.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.41658,14.788071,10.000488,1.7772894e-05,0.008431969655461273
57.75,-64.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.44588,14.663071,10.375488,1.9039493e-05,0.00883227424980718
57.75,-64.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.44295,14.54393,10.777832,2.0008069e-05,0.008792239240091166
57.75,-64.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.4073,14.448227,11.191895,2.0574313e-05,0.007832924519675448
57.75,-63.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.34578,14.389633,11.602051,2.0559411e-05,0.0062346874624894175
57.75,-63.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.26472,14.370102,12.000488,1.988886e-05,0.004557149111442039
57.75,-63.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.17146,14.389633,12.391113,1.8801074e-05,0.003000282110402593
57.75,-63.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.07088,14.440414,12.77002,1.7623883e-05,0.0012852556132333284
57.75,-62.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.96687,14.524399,13.14502,1.6342383e-05,-0.0006672246192130847
57.75,-62.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.86482,14.641586,13.500488,1.450954e-05,-0.0024586425762345046
57.75,-62.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.77058,14.799789,13.824707,1.1723023e-05,-0.003372985428821415
57.75,-62.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.69344,14.999008,14.102051,8.027535e-06,-0.003172890089331961
57.75,-61.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.6451,15.23143,14.324707,3.691297e-06,-0.0023368881790186732
57.75,-61.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.63289,15.473618,14.496582,-1.0323711e-06,-0.0017401404688660298
57.75,-61.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.66023,15.696274,14.625488,-5.8007427e-06,-0.001979031296856984
57.75,-61.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.72224,15.866196,14.719238,-9.838957e-06,-0.0029345569344477332
57.75,-60.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.80623,15.965805,14.797363,-1.2282748e-05,-0.0038909979271079024
57.75,-60.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.8951,15.991196,14.887207,-1.2670178e-05,-0.003932371496936037
57.75,-60.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.97176,15.959946,14.996582,-1.1254568e-05,-0.0027785036949983196
57.75,-60.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.02156,15.899399,15.14502,-8.572359e-06,-0.0009064527423986212
57.75,-59.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.03767,15.832993,15.33252,-5.1450916e-06,0.0009264417065714087
57.75,-59.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,223.01765,15.784164,15.562988,-1.5390106e-06,0.0022411900595579854
57.75,-59.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.96687,15.76268,15.824707,1.471024e-06,0.0029576971926311368
57.75,-59.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.8907,15.766586,16.117676,3.2442622e-06,0.003115969637120975
57.75,-58.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.79549,15.791977,16.42627,3.6465935e-06,0.0024379758398488365
57.75,-58.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.68611,15.827133,16.746582,3.0058436e-06,0.0008454131382812
57.75,-58.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.566,15.85643,17.066895,1.7988496e-06,-0.001341990704611392
57.75,-58.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.43709,15.872055,17.391113,5.3225085e-07,-0.0036858531731754924
57.75,-57.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.30037,15.866196,17.715332,-3.6181882e-07,-0.006066501483088784
57.75,-57.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,222.15388,15.840805,18.047363,-6.1513856e-07,-0.008364469668570459
57.75,-57.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.99226,15.797836,18.387207,-3.0221418e-07,-0.01022241294663894
57.75,-57.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.81355,15.750961,18.730957,1.299195e-07,-0.011403031698374366
57.75,-56.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.61775,15.719711,19.062988,2.6402995e-07,-0.011709711720062837
57.75,-56.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.4117,15.723618,19.367676,-4.1909516e-09,-0.011224147360348432
57.75,-56.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.20271,15.776352,19.621582,-4.2142347e-07,-0.009790864013418098
57.75,-56.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,221.00056,15.889633,19.828613,-6.5984204e-07,-0.00717603802498022
57.75,-55.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.81404,16.067368,19.984863,-4.2142347e-07,-0.0035406097588993246
57.75,-55.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.64998,16.317368,20.10205,3.5343692e-07,0.0005617404213452875
57.75,-55.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.5118,16.633774,20.191895,1.4859252e-06,0.0046979362329979376
57.75,-55.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.399,17.004868,20.266113,2.8121285e-06,0.00847558540571059
57.75,-54.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.30916,17.416977,20.336426,4.3618493e-06,0.011345373343864158
57.75,-54.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.23885,17.852524,20.410645,6.1201863e-06,0.012600854090779073
57.75,-54.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.18318,18.295883,20.496582,7.863622e-06,0.01177159223308391
57.75,-54.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.13338,18.727524,20.594238,9.174924e-06,0.009212603927412908
57.75,-53.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.08162,19.129868,20.6958,9.994488e-06,0.0057503802391977235
57.75,-53.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,220.01863,19.495102,20.797363,1.078425e-05,0.00213243649983509
57.75,-53.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,219.93513,19.82518,20.89502,1.206575e-05,-0.001168956928987686
57.75,-53.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,219.82088,20.127914,20.996582,1.3794284e-05,-0.0036817741487157663
57.75,-52.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,219.66951,20.41307,21.109863,1.5493017e-05,-0.005092066386285083
57.75,-52.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,219.47762,20.686508,21.219238,1.6774517e-05,-0.00528367291792263
57.75,-52.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,219.24666,20.961899,21.328613,1.7519575e-05,-0.004573058801957827
57.75,-52.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,218.98006,21.250961,21.430176,1.7638784e-05,-0.003041738535284958
57.75,-51.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,218.6827,21.555649,21.527832,1.6774517e-05,-0.0006934731988568973
57.75,-51.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,218.36287,21.875961,21.60205,1.4807563e-05,0.002428482976069935
57.75,-51.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,218.03133,22.20604,21.648926,1.1991244e-05,0.0059694773010631075
57.75,-51.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,217.69734,22.547836,21.66455,8.653384e-06,0.009460691794061171
57.75,-50.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,217.3658,22.899399,21.637207,4.6747737e-06,0.012824810813088911
57.75,-50.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,217.04109,23.252914,21.566895,-2.1280721e-07,0.01610158158208789
57.75,-50.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,216.72957,23.604477,21.437988,-5.830545e-06,0.018982468062336038
57.75,-50.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,216.44197,23.948227,21.242676,-1.1627097e-05,0.020774702566492595
57.75,-49.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,216.1866,24.270493,20.984863,-1.7423648e-05,0.02094330605343536
57.75,-49.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.96736,24.559555,20.66455,-2.3652334e-05,0.019533051045938603
57.75,-49.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.78523,24.797836,20.277832,-3.0596275e-05,0.01712639967586728
57.75,-49.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.64217,24.983383,19.828613,-3.771903e-05,0.014148565645401645
57.75,-48.75,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.54451,25.114243,19.328613,-4.399242e-05,0.010676415106632121
57.75,-48.5,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.49812,25.176743,18.805176,-4.8716087e-05,0.006631620201357499
57.75,-48.25,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.50203,25.153305,18.281738,-5.1398296e-05,0.0022426640213122078
57.75,-48.0,0,2025-05-01 01:00:00,0 days,200.0,2025-05-01 01:00:00,215.54451,25.022446,17.809082,-5.0742645e-05,-0.0018002611586476164
